start.dates,end.dates,Spider,high.temp,low.temp,City
1/20/13,1/26/13,33.09481216,47.74285714,36.27142857,Portland
1/27/13,2/2/13,33.09481216,48.68571429,36.48571429,Portland
2/3/13,2/9/13,33.09481216,49.64285714,36.45714286,Portland
2/10/13,2/16/13,37.56708408,50.72857143,36.4,Portland
2/17/13,2/23/13,38.99821109,52,36.47142857,Portland
2/24/13,3/2/13,40.07155635,53.4,36.84285714,Portland
3/3/13,3/9/13,41.50268336,54.85714286,37.52857143,Portland
3/10/13,3/16/13,42.03935599,56.15714286,38.44285714,Portland
3/17/13,3/23/13,43.47048301,57.24285714,39.45714286,Portland
3/24/13,3/30/13,44.90161002,58.18571429,40.42857143,Portland
3/31/13,4/6/13,47.22719141,59.12857143,41.28571429,Portland
4/7/13,4/13/13,48.8372093,60.24285714,42.08571429,Portland
4/14/13,4/20/13,49.37388193,61.71428571,42.91428571,Portland
4/21/13,4/27/13,50.26833631,63.48571429,43.87142857,Portland
4/28/13,5/4/13,48.8372093,65.4,45.02857143,Portland
5/5/13,5/11/13,50.44722719,67.21428571,46.31428571,Portland
5/12/13,5/18/13,52.41502683,68.68571429,47.68571429,Portland
5/19/13,5/25/13,54.74060823,69.8,48.95714286,Portland
5/26/13,6/1/13,54.74060823,70.6,50.05714286,Portland
6/2/13,6/8/13,53.13059034,71.38571429,50.95714286,Portland
6/9/13,6/15/13,50.08944544,72.42857143,51.77142857,Portland
6/16/13,6/22/13,48.30053667,73.88571429,52.57142857,Portland
6/23/13,6/29/13,46.86940966,75.8,53.47142857,Portland
6/30/13,7/6/13,46.51162791,77.9,54.47142857,Portland
7/7/13,7/13/13,46.15384615,79.85714286,55.47142857,Portland
7/14/13,7/20/13,44.36493739,81.35714286,56.38571429,Portland
7/21/13,7/27/13,42.57602862,82.21428571,57.05714286,Portland
7/28/13,8/3/13,40.07155635,82.37142857,57.37142857,Portland
8/4/13,8/10/13,38.10375671,81.97142857,57.32857143,Portland
8/11/13,8/17/13,38.28264758,81.24285714,56.95714286,Portland
8/18/13,8/24/13,38.46153846,80.38571429,56.3,Portland
8/25/13,8/31/13,38.64042934,79.41428571,55.45714286,Portland
9/1/13,9/7/13,38.46153846,78.27142857,54.4,Portland
9/8/13,9/14/13,37.92486583,76.77142857,53.12857143,Portland
9/15/13,9/21/13,38.10375671,74.78571429,51.67142857,Portland
9/22/13,9/28/13,37.20930233,72.28571429,50.05714286,Portland
9/29/13,10/5/13,35.59928444,69.42857143,48.38571429,Portland
10/6/13,10/12/13,33.98926655,66.37142857,46.75714286,Portland
10/13/13,10/19/13,32.37924866,63.34285714,45.32857143,Portland
10/20/13,10/26/13,30.23255814,60.54285714,44.12857143,Portland
10/27/13,11/2/13,28.2647585,57.97142857,43.1,Portland
11/3/13,11/9/13,26.47584973,55.54285714,42.12857143,Portland
11/10/13,11/16/13,25.2236136,53.12857143,41.07142857,Portland
11/17/13,11/23/13,23.07692308,50.74285714,39.8,Portland
11/24/13,11/30/13,22.00357782,48.42857143,38.35714286,Portland
12/1/13,12/7/13,20.03577818,46.38571429,36.9,Portland
12/8/13,12/14/13,18.96243292,44.88571429,35.58571429,Portland
12/15/13,12/21/13,18.06797853,44.08571429,34.71428571,Portland
12/22/13,12/28/13,17.5313059,44.01428571,34.4,Portland
12/29/13,1/4/14,17.17352415,44.6,34.58571429,Portland
1/5/14,1/11/14,16.8157424,45.52857143,35.1,Portland
1/12/14,1/18/14,17.17352415,46.57142857,35.72857143,Portland
1/19/14,1/25/14,17.35241503,47.6,36.21428571,Portland
1/26/14,2/1/14,17.35241503,48.55714286,36.47142857,Portland
2/2/14,2/8/14,17.5313059,49.5,36.47142857,Portland
2/9/14,2/15/14,17.17352415,50.57142857,36.4,Portland
2/16/14,2/22/14,17.17352415,51.8,36.44285714,Portland
2/23/14,3/1/14,16.99463327,53.2,36.77142857,Portland
3/2/14,3/8/14,17.35241503,54.65714286,37.41428571,Portland
3/9/14,3/15/14,17.71019678,55.97142857,38.3,Portland
3/16/14,3/22/14,17.88908766,57.1,39.31428571,Portland
3/23/14,3/29/14,18.42576029,58.05714286,40.3,Portland
3/30/14,4/5/14,19.32021467,58.98571429,41.17142857,Portland
4/6/14,4/12/14,20.57245081,60.07142857,41.97142857,Portland
4/13/14,4/19/14,21.64579606,61.48571429,42.78571429,Portland
4/20/14,4/26/14,22.71914132,63.21428571,43.72857143,Portland
4/27/14,5/3/14,23.07692308,65.12857143,44.84285714,Portland
5/4/14,5/10/14,23.07692308,66.97142857,46.12857143,Portland
5/11/14,5/17/14,22.8980322,68.5,47.5,Portland
5/18/14,5/24/14,22.54025045,69.65714286,48.77142857,Portland
5/25/14,5/31/14,22.36135957,70.5,49.91428571,Portland
6/1/14,6/7/14,22.71914132,71.25714286,50.84285714,Portland
6/8/14,6/14/14,23.79248658,72.25714286,51.65714286,Portland
6/15/14,6/21/14,23.43470483,73.65714286,52.45714286,Portland
6/22/14,6/28/14,23.97137746,75.5,53.32857143,Portland
6/29/14,7/5/14,24.15026834,77.6,54.32857143,Portland
7/6/14,7/12/14,25.40250447,79.6,55.32857143,Portland
7/13/14,7/19/14,27.19141324,81.18571429,56.27142857,Portland
7/20/14,7/26/14,29.15921288,82.12857143,56.97142857,Portland
7/27/14,8/2/14,31.66368515,82.38571429,57.35714286,Portland
8/3/14,8/9/14,34.16815742,82.05714286,57.35714286,Portland
8/10/14,8/16/14,36.13595707,81.35714286,57.02857143,Portland
8/17/14,8/23/14,37.20930233,80.51428571,56.4,Portland
8/24/14,8/30/14,37.56708408,79.55714286,55.6,Portland
8/31/14,9/6/14,38.81932021,78.45714286,54.55714286,Portland
9/7/14,9/13/14,39.17710197,77.01428571,53.32857143,Portland
9/14/14,9/20/14,40.25044723,75.1,51.88571429,Portland
9/21/14,9/27/14,39.53488372,72.67142857,50.3,Portland
9/28/14,10/4/14,38.64042934,69.85714286,48.61428571,Portland
10/5/14,10/11/14,36.6726297,66.8,46.98571429,Portland
10/12/14,10/18/14,34.16815742,63.77142857,45.51428571,Portland
10/19/14,10/25/14,NA,60.92857143,44.28571429,Portland
10/26/14,11/1/14,NA,58.32857143,43.24285714,Portland
11/2/14,11/8/14,NA,55.88571429,42.27142857,Portland
11/9/14,11/15/14,NA,53.47142857,41.22857143,Portland
11/16/14,11/22/14,NA,51.08571429,40,Portland
1/4/04,1/10/04,NA,NA,NA,Chicago
1/11/04,1/17/04,NA,NA,NA,Chicago
1/18/04,1/24/04,NA,NA,NA,Chicago
1/25/04,1/31/04,NA,NA,NA,Chicago
2/1/04,2/7/04,NA,NA,NA,Chicago
2/8/04,2/14/04,4.776119403,NA,NA,Chicago
2/15/04,2/21/04,0,NA,NA,Chicago
2/22/04,2/28/04,2.835820896,NA,NA,Chicago
2/29/04,3/6/04,7.014925373,NA,NA,Chicago
3/7/04,3/13/04,21.94029851,NA,NA,Chicago
3/14/04,3/20/04,33.13432836,NA,NA,Chicago
3/21/04,3/27/04,42.98507463,NA,NA,Chicago
3/28/04,4/3/04,50.74626866,NA,NA,Chicago
4/4/04,4/10/04,57.6119403,NA,NA,Chicago
4/11/04,4/17/04,63.88059701,NA,NA,Chicago
4/18/04,4/24/04,68.20895522,NA,NA,Chicago
4/25/04,5/1/04,72.08955224,NA,NA,Chicago
5/2/04,5/8/04,77.46268657,NA,NA,Chicago
5/9/04,5/15/04,78.65671642,NA,NA,Chicago
5/16/04,5/22/04,79.40298507,NA,NA,Chicago
5/23/04,5/29/04,68.05970149,NA,NA,Chicago
5/30/04,6/5/04,61.64179104,NA,NA,Chicago
6/6/04,6/12/04,55.82089552,NA,NA,Chicago
6/13/04,6/19/04,52.98507463,NA,NA,Chicago
6/20/04,6/26/04,52.08955224,NA,NA,Chicago
6/27/04,7/3/04,50.89552239,NA,NA,Chicago
7/4/04,7/10/04,50.74626866,NA,NA,Chicago
7/11/04,7/17/04,53.73134328,NA,NA,Chicago
7/18/04,7/24/04,55.82089552,NA,NA,Chicago
7/25/04,7/31/04,62.8358209,NA,NA,Chicago
8/1/04,8/7/04,67.1641791,NA,NA,Chicago
8/8/04,8/14/04,69.25373134,NA,NA,Chicago
8/15/04,8/21/04,70.89552239,NA,NA,Chicago
8/22/04,8/28/04,75.97014925,NA,NA,Chicago
8/29/04,9/4/04,78.20895522,NA,NA,Chicago
9/5/04,9/11/04,78.95522388,NA,NA,Chicago
9/12/04,9/18/04,79.70149254,NA,NA,Chicago
9/19/04,9/25/04,81.64179104,NA,NA,Chicago
9/26/04,10/2/04,78.05970149,NA,NA,Chicago
10/3/04,10/9/04,76.86567164,NA,NA,Chicago
10/10/04,10/16/04,69.85074627,NA,NA,Chicago
10/17/04,10/23/04,65.97014925,NA,NA,Chicago
10/24/04,10/30/04,63.58208955,NA,NA,Chicago
10/31/04,11/6/04,59.55223881,NA,NA,Chicago
11/7/04,11/13/04,53.28358209,NA,NA,Chicago
11/14/04,11/20/04,49.55223881,NA,NA,Chicago
11/21/04,11/27/04,46.71641791,NA,NA,Chicago
11/28/04,12/4/04,45.67164179,NA,NA,Chicago
12/5/04,12/11/04,43.28358209,NA,NA,Chicago
12/12/04,12/18/04,42.08955224,NA,NA,Chicago
12/19/04,12/25/04,38.65671642,NA,NA,Chicago
12/26/04,1/1/05,37.6119403,NA,NA,Chicago
1/2/05,1/8/05,35.07462687,NA,NA,Chicago
1/9/05,1/15/05,34.92537313,NA,NA,Chicago
1/16/05,1/22/05,35.37313433,NA,NA,Chicago
1/23/05,1/29/05,34.92537313,NA,NA,Chicago
1/30/05,2/5/05,33.73134328,NA,NA,Chicago
2/6/05,2/12/05,33.13432836,NA,NA,Chicago
2/13/05,2/19/05,31.19402985,NA,NA,Chicago
2/20/05,2/26/05,30.29850746,NA,NA,Chicago
2/27/05,3/5/05,31.64179104,NA,NA,Chicago
3/6/05,3/12/05,31.94029851,NA,NA,Chicago
3/13/05,3/19/05,33.58208955,NA,NA,Chicago
3/20/05,3/26/05,35.67164179,NA,NA,Chicago
3/27/05,4/2/05,35.07462687,NA,NA,Chicago
4/3/05,4/9/05,34.62686567,NA,NA,Chicago
4/10/05,4/16/05,37.91044776,NA,NA,Chicago
4/17/05,4/23/05,39.70149254,NA,NA,Chicago
4/24/05,4/30/05,41.49253731,NA,NA,Chicago
5/1/05,5/7/05,42.98507463,NA,NA,Chicago
5/8/05,5/14/05,45.97014925,NA,NA,Chicago
5/15/05,5/21/05,47.1641791,NA,NA,Chicago
5/22/05,5/28/05,48.95522388,NA,NA,Chicago
5/29/05,6/4/05,49.85074627,NA,NA,Chicago
6/5/05,6/11/05,48.95522388,NA,NA,Chicago
6/12/05,6/18/05,51.94029851,NA,NA,Chicago
6/19/05,6/25/05,55.82089552,NA,NA,Chicago
6/26/05,7/2/05,56.41791045,NA,NA,Chicago
7/3/05,7/9/05,60,NA,NA,Chicago
7/10/05,7/16/05,61.34328358,NA,NA,Chicago
7/17/05,7/23/05,64.47761194,NA,NA,Chicago
7/24/05,7/30/05,66.86567164,NA,NA,Chicago
7/31/05,8/6/05,70.29850746,NA,NA,Chicago
8/7/05,8/13/05,75.37313433,NA,NA,Chicago
8/14/05,8/20/05,79.40298507,NA,NA,Chicago
8/21/05,8/27/05,83.88059701,NA,NA,Chicago
8/28/05,9/3/05,86.41791045,NA,NA,Chicago
9/4/05,9/10/05,85.67164179,NA,NA,Chicago
9/11/05,9/17/05,85.37313433,NA,NA,Chicago
9/18/05,9/24/05,84.32835821,NA,NA,Chicago
9/25/05,10/1/05,82.3880597,NA,NA,Chicago
10/2/05,10/8/05,79.25373134,NA,NA,Chicago
10/9/05,10/15/05,74.7761194,NA,NA,Chicago
10/16/05,10/22/05,69.25373134,NA,NA,Chicago
10/23/05,10/29/05,61.94029851,NA,NA,Chicago
10/30/05,11/5/05,55.67164179,NA,NA,Chicago
11/6/05,11/12/05,51.34328358,NA,NA,Chicago
11/13/05,11/19/05,45.82089552,NA,NA,Chicago
11/20/05,11/26/05,43.28358209,NA,NA,Chicago
11/27/05,12/3/05,39.10447761,NA,NA,Chicago
12/4/05,12/10/05,34.92537313,NA,NA,Chicago
12/11/05,12/17/05,33.58208955,NA,NA,Chicago
12/18/05,12/24/05,31.64179104,NA,NA,Chicago
12/25/05,12/31/05,30.44776119,NA,NA,Chicago
1/1/06,1/7/06,30.14925373,NA,NA,Chicago
1/8/06,1/14/06,30.74626866,NA,NA,Chicago
1/15/06,1/21/06,29.55223881,NA,NA,Chicago
1/22/06,1/28/06,26.86567164,NA,NA,Chicago
1/29/06,2/4/06,26.86567164,NA,NA,Chicago
2/5/06,2/11/06,27.6119403,NA,NA,Chicago
2/12/06,2/18/06,27.91044776,NA,NA,Chicago
2/19/06,2/25/06,28.35820896,NA,NA,Chicago
2/26/06,3/4/06,29.25373134,NA,NA,Chicago
3/5/06,3/11/06,30.74626866,NA,NA,Chicago
3/12/06,3/18/06,32.3880597,NA,NA,Chicago
3/19/06,3/25/06,34.02985075,NA,NA,Chicago
3/26/06,4/1/06,34.47761194,NA,NA,Chicago
4/2/06,4/8/06,37.31343284,NA,NA,Chicago
4/9/06,4/15/06,39.25373134,NA,NA,Chicago
4/16/06,4/22/06,41.79104478,NA,NA,Chicago
4/23/06,4/29/06,44.02985075,NA,NA,Chicago
4/30/06,5/6/06,47.6119403,NA,NA,Chicago
5/7/06,5/13/06,48.20895522,NA,NA,Chicago
5/14/06,5/20/06,49.85074627,NA,NA,Chicago
5/21/06,5/27/06,48.80597015,NA,NA,Chicago
5/28/06,6/3/06,49.85074627,NA,NA,Chicago
6/4/06,6/10/06,51.19402985,NA,NA,Chicago
6/11/06,6/17/06,50.59701493,NA,NA,Chicago
6/18/06,6/24/06,50.29850746,NA,NA,Chicago
6/25/06,7/1/06,53.28358209,NA,NA,Chicago
7/2/06,7/8/06,54.02985075,NA,NA,Chicago
7/9/06,7/15/06,52.68656716,NA,NA,Chicago
7/16/06,7/22/06,54.92537313,NA,NA,Chicago
7/23/06,7/29/06,58.35820896,NA,NA,Chicago
7/30/06,8/5/06,60.89552239,NA,NA,Chicago
8/6/06,8/12/06,64.7761194,NA,NA,Chicago
8/13/06,8/19/06,65.37313433,NA,NA,Chicago
8/20/06,8/26/06,66.11940299,NA,NA,Chicago
8/27/06,9/2/06,70.44776119,NA,NA,Chicago
9/3/06,9/9/06,72.8358209,NA,NA,Chicago
9/10/06,9/16/06,71.04477612,NA,NA,Chicago
9/17/06,9/23/06,71.64179104,NA,NA,Chicago
9/24/06,9/30/06,70.74626866,NA,NA,Chicago
10/1/06,10/7/06,66.11940299,NA,NA,Chicago
10/8/06,10/14/06,61.94029851,NA,NA,Chicago
10/15/06,10/21/06,56.41791045,NA,NA,Chicago
10/22/06,10/28/06,52.08955224,NA,NA,Chicago
10/29/06,11/4/06,49.55223881,NA,NA,Chicago
11/5/06,11/11/06,48.35820896,NA,NA,Chicago
11/12/06,11/18/06,43.58208955,NA,NA,Chicago
11/19/06,11/25/06,38.95522388,NA,NA,Chicago
11/26/06,12/2/06,36.86567164,NA,NA,Chicago
12/3/06,12/9/06,32.3880597,NA,NA,Chicago
12/10/06,12/16/06,30.29850746,NA,NA,Chicago
12/17/06,12/23/06,28.65671642,NA,NA,Chicago
12/24/06,12/30/06,28.95522388,NA,NA,Chicago
12/31/06,1/6/07,28.65671642,NA,NA,Chicago
1/7/07,1/13/07,28.50746269,NA,NA,Chicago
1/14/07,1/20/07,27.91044776,NA,NA,Chicago
1/21/07,1/27/07,24.92537313,NA,NA,Chicago
1/28/07,2/3/07,24.32835821,NA,NA,Chicago
2/4/07,2/10/07,24.92537313,NA,NA,Chicago
2/11/07,2/17/07,25.2238806,NA,NA,Chicago
2/18/07,2/24/07,26.86567164,NA,NA,Chicago
2/25/07,3/3/07,27.1641791,NA,NA,Chicago
3/4/07,3/10/07,28.50746269,NA,NA,Chicago
3/11/07,3/17/07,27.6119403,NA,NA,Chicago
3/18/07,3/24/07,28.80597015,NA,NA,Chicago
3/25/07,3/31/07,31.49253731,NA,NA,Chicago
4/1/07,4/7/07,33.58208955,NA,NA,Chicago
4/8/07,4/14/07,35.82089552,NA,NA,Chicago
4/15/07,4/21/07,38.35820896,NA,NA,Chicago
4/22/07,4/28/07,40.74626866,NA,NA,Chicago
4/29/07,5/5/07,42.3880597,NA,NA,Chicago
5/6/07,5/12/07,42.8358209,NA,NA,Chicago
5/13/07,5/19/07,45.37313433,NA,NA,Chicago
5/20/07,5/26/07,46.71641791,NA,NA,Chicago
5/27/07,6/2/07,48.35820896,NA,NA,Chicago
6/3/07,6/9/07,49.25373134,NA,NA,Chicago
6/10/07,6/16/07,48.05970149,NA,NA,Chicago
6/17/07,6/23/07,47.46268657,NA,NA,Chicago
6/24/07,6/30/07,49.10447761,NA,NA,Chicago
7/1/07,7/7/07,49.85074627,NA,NA,Chicago
7/8/07,7/14/07,52.98507463,NA,NA,Chicago
7/15/07,7/21/07,54.62686567,NA,NA,Chicago
7/22/07,7/28/07,59.70149254,NA,NA,Chicago
7/29/07,8/4/07,66.71641791,NA,NA,Chicago
8/5/07,8/11/07,70,NA,NA,Chicago
8/12/07,8/18/07,73.13432836,NA,NA,Chicago
8/19/07,8/25/07,75.07462687,NA,NA,Chicago
8/26/07,9/1/07,77.76119403,NA,NA,Chicago
9/2/07,9/8/07,80.74626866,NA,NA,Chicago
9/9/07,9/15/07,81.34328358,NA,NA,Chicago
9/16/07,9/22/07,82.53731343,NA,NA,Chicago
9/23/07,9/29/07,79.25373134,NA,NA,Chicago
9/30/07,10/6/07,76.71641791,NA,NA,Chicago
10/7/07,10/13/07,71.19402985,NA,NA,Chicago
10/14/07,10/20/07,61.94029851,NA,NA,Chicago
10/21/07,10/27/07,57.01492537,NA,NA,Chicago
10/28/07,11/3/07,52.53731343,NA,NA,Chicago
11/4/07,11/10/07,48.50746269,NA,NA,Chicago
11/11/07,11/17/07,44.47761194,NA,NA,Chicago
11/18/07,11/24/07,39.10447761,NA,NA,Chicago
11/25/07,12/1/07,34.47761194,NA,NA,Chicago
12/2/07,12/8/07,30.44776119,NA,NA,Chicago
12/9/07,12/15/07,27.76119403,NA,NA,Chicago
12/16/07,12/22/07,26.71641791,NA,NA,Chicago
12/23/07,12/29/07,25.37313433,NA,NA,Chicago
12/30/07,1/5/08,25.07462687,NA,NA,Chicago
1/6/08,1/12/08,24.02985075,NA,NA,Chicago
1/13/08,1/19/08,24.47761194,NA,NA,Chicago
1/20/08,1/26/08,24.47761194,NA,NA,Chicago
1/27/08,2/2/08,24.47761194,NA,NA,Chicago
2/3/08,2/9/08,25.37313433,NA,NA,Chicago
2/10/08,2/16/08,26.26865672,NA,NA,Chicago
2/17/08,2/23/08,25.67164179,NA,NA,Chicago
2/24/08,3/1/08,25.97014925,NA,NA,Chicago
3/2/08,3/8/08,26.71641791,NA,NA,Chicago
3/9/08,3/15/08,27.1641791,NA,NA,Chicago
3/16/08,3/22/08,30.14925373,NA,NA,Chicago
3/23/08,3/29/08,32.08955224,NA,NA,Chicago
3/30/08,4/5/08,33.43283582,NA,NA,Chicago
4/6/08,4/12/08,35.2238806,NA,NA,Chicago
4/13/08,4/19/08,36.86567164,NA,NA,Chicago
4/20/08,4/26/08,38.50746269,NA,NA,Chicago
4/27/08,5/3/08,40.59701493,NA,NA,Chicago
5/4/08,5/10/08,43.88059701,NA,NA,Chicago
5/11/08,5/17/08,45.52238806,NA,NA,Chicago
5/18/08,5/24/08,47.01492537,NA,NA,Chicago
5/25/08,5/31/08,48.65671642,NA,NA,Chicago
6/1/08,6/7/08,47.6119403,NA,NA,Chicago
6/8/08,6/14/08,47.6119403,NA,NA,Chicago
6/15/08,6/21/08,48.20895522,NA,NA,Chicago
6/22/08,6/28/08,48.95522388,NA,NA,Chicago
6/29/08,7/5/08,48.50746269,NA,NA,Chicago
7/6/08,7/12/08,48.35820896,NA,NA,Chicago
7/13/08,7/19/08,48.65671642,NA,NA,Chicago
7/20/08,7/26/08,49.40298507,NA,NA,Chicago
7/27/08,8/2/08,53.28358209,NA,NA,Chicago
8/3/08,8/9/08,54.02985075,NA,NA,Chicago
8/10/08,8/16/08,56.11940299,NA,NA,Chicago
8/17/08,8/23/08,58.65671642,NA,NA,Chicago
8/24/08,8/30/08,61.19402985,NA,NA,Chicago
8/31/08,9/6/08,61.64179104,NA,NA,Chicago
9/7/08,9/13/08,62.3880597,NA,NA,Chicago
9/14/08,9/20/08,63.58208955,NA,NA,Chicago
9/21/08,9/27/08,64.32835821,NA,NA,Chicago
9/28/08,10/4/08,61.64179104,NA,NA,Chicago
10/5/08,10/11/08,59.25373134,NA,NA,Chicago
10/12/08,10/18/08,54.17910448,NA,NA,Chicago
10/19/08,10/25/08,51.79104478,NA,NA,Chicago
10/26/08,11/1/08,47.6119403,NA,NA,Chicago
11/2/08,11/8/08,44.17910448,NA,NA,Chicago
11/9/08,11/15/08,42.08955224,NA,NA,Chicago
11/16/08,11/22/08,39.40298507,NA,NA,Chicago
11/23/08,11/29/08,36.11940299,NA,NA,Chicago
11/30/08,12/6/08,33.73134328,NA,NA,Chicago
12/7/08,12/13/08,30.59701493,NA,NA,Chicago
12/14/08,12/20/08,30.29850746,NA,NA,Chicago
12/21/08,12/27/08,29.10447761,NA,NA,Chicago
12/28/08,1/3/09,27.6119403,NA,NA,Chicago
1/4/09,1/10/09,27.1641791,NA,NA,Chicago
1/11/09,1/17/09,27.46268657,NA,NA,Chicago
1/18/09,1/24/09,26.41791045,NA,NA,Chicago
1/25/09,1/31/09,24.17910448,NA,NA,Chicago
2/1/09,2/7/09,24.17910448,NA,NA,Chicago
2/8/09,2/14/09,27.1641791,NA,NA,Chicago
2/15/09,2/21/09,27.91044776,NA,NA,Chicago
2/22/09,2/28/09,29.10447761,NA,NA,Chicago
3/1/09,3/7/09,29.85074627,NA,NA,Chicago
3/8/09,3/14/09,30.29850746,NA,NA,Chicago
3/15/09,3/21/09,32.08955224,NA,NA,Chicago
3/22/09,3/28/09,32.3880597,NA,NA,Chicago
3/29/09,4/4/09,34.02985075,NA,NA,Chicago
4/5/09,4/11/09,36.86567164,NA,NA,Chicago
4/12/09,4/18/09,39.40298507,NA,NA,Chicago
4/19/09,4/25/09,41.94029851,NA,NA,Chicago
4/26/09,5/2/09,40.14925373,NA,NA,Chicago
5/3/09,5/9/09,40.89552239,NA,NA,Chicago
5/10/09,5/16/09,41.49253731,NA,NA,Chicago
5/17/09,5/23/09,42.23880597,NA,NA,Chicago
5/24/09,5/30/09,44.17910448,NA,NA,Chicago
5/31/09,6/6/09,44.17910448,NA,NA,Chicago
6/7/09,6/13/09,45.37313433,NA,NA,Chicago
6/14/09,6/20/09,45.07462687,NA,NA,Chicago
6/21/09,6/27/09,44.17910448,NA,NA,Chicago
6/28/09,7/4/09,44.32835821,NA,NA,Chicago
7/5/09,7/11/09,42.8358209,NA,NA,Chicago
7/12/09,7/18/09,43.43283582,NA,NA,Chicago
7/19/09,7/25/09,43.73134328,NA,NA,Chicago
7/26/09,8/1/09,44.92537313,NA,NA,Chicago
8/2/09,8/8/09,47.01492537,NA,NA,Chicago
8/9/09,8/15/09,47.91044776,NA,NA,Chicago
8/16/09,8/22/09,50.74626866,NA,NA,Chicago
8/23/09,8/29/09,52.08955224,NA,NA,Chicago
8/30/09,9/5/09,54.17910448,NA,NA,Chicago
9/6/09,9/12/09,54.47761194,NA,NA,Chicago
9/13/09,9/19/09,56.26865672,NA,NA,Chicago
9/20/09,9/26/09,57.76119403,NA,NA,Chicago
9/27/09,10/3/09,58.35820896,NA,NA,Chicago
10/4/09,10/10/09,58.05970149,NA,NA,Chicago
10/11/09,10/17/09,55.82089552,NA,NA,Chicago
10/18/09,10/24/09,52.53731343,NA,NA,Chicago
10/25/09,10/31/09,49.10447761,NA,NA,Chicago
11/1/09,11/7/09,45.07462687,NA,NA,Chicago
11/8/09,11/14/09,42.23880597,NA,NA,Chicago
11/15/09,11/21/09,38.05970149,NA,NA,Chicago
11/22/09,11/28/09,36.11940299,NA,NA,Chicago
11/29/09,12/5/09,32.53731343,NA,NA,Chicago
12/6/09,12/12/09,29.40298507,NA,NA,Chicago
12/13/09,12/19/09,26.86567164,NA,NA,Chicago
12/20/09,12/26/09,25.67164179,NA,NA,Chicago
12/27/09,1/2/10,24.7761194,NA,NA,Chicago
1/3/10,1/9/10,24.92537313,NA,NA,Chicago
1/10/10,1/16/10,25.52238806,NA,NA,Chicago
1/17/10,1/23/10,25.37313433,NA,NA,Chicago
1/24/10,1/30/10,25.67164179,NA,NA,Chicago
1/31/10,2/6/10,26.26865672,NA,NA,Chicago
2/7/10,2/13/10,27.6119403,NA,NA,Chicago
2/14/10,2/20/10,28.20895522,NA,NA,Chicago
2/21/10,2/27/10,29.40298507,NA,NA,Chicago
2/28/10,3/6/10,30.59701493,NA,NA,Chicago
3/7/10,3/13/10,31.94029851,NA,NA,Chicago
3/14/10,3/20/10,34.17910448,NA,NA,Chicago
3/21/10,3/27/10,35.67164179,NA,NA,Chicago
3/28/10,4/3/10,36.56716418,NA,NA,Chicago
4/4/10,4/10/10,38.35820896,NA,NA,Chicago
4/11/10,4/17/10,40.29850746,NA,NA,Chicago
4/18/10,4/24/10,43.28358209,NA,NA,Chicago
4/25/10,5/1/10,45.52238806,NA,NA,Chicago
5/2/10,5/8/10,45.67164179,NA,NA,Chicago
5/9/10,5/15/10,46.86567164,NA,NA,Chicago
5/16/10,5/22/10,49.25373134,NA,NA,Chicago
5/23/10,5/29/10,50,NA,NA,Chicago
5/30/10,6/5/10,51.19402985,NA,NA,Chicago
6/6/10,6/12/10,52.8358209,NA,NA,Chicago
6/13/10,6/19/10,54.47761194,NA,NA,Chicago
6/20/10,6/26/10,55.67164179,NA,NA,Chicago
6/27/10,7/3/10,54.47761194,NA,NA,Chicago
7/4/10,7/10/10,55.07462687,NA,NA,Chicago
7/11/10,7/17/10,55.37313433,NA,NA,Chicago
7/18/10,7/24/10,57.01492537,NA,NA,Chicago
7/25/10,7/31/10,59.40298507,NA,NA,Chicago
8/1/10,8/7/10,59.40298507,NA,NA,Chicago
8/8/10,8/14/10,60.29850746,NA,NA,Chicago
8/15/10,8/21/10,60.14925373,NA,NA,Chicago
8/22/10,8/28/10,59.85074627,NA,NA,Chicago
8/29/10,9/4/10,60.89552239,NA,NA,Chicago
9/5/10,9/11/10,61.34328358,NA,NA,Chicago
9/12/10,9/18/10,62.08955224,NA,NA,Chicago
9/19/10,9/25/10,61.79104478,NA,NA,Chicago
9/26/10,10/2/10,59.40298507,NA,NA,Chicago
10/3/10,10/9/10,57.76119403,NA,NA,Chicago
10/10/10,10/16/10,55.37313433,NA,NA,Chicago
10/17/10,10/23/10,52.68656716,NA,NA,Chicago
10/24/10,10/30/10,49.25373134,NA,NA,Chicago
10/31/10,11/6/10,47.91044776,NA,NA,Chicago
11/7/10,11/13/10,45.37313433,NA,NA,Chicago
11/14/10,11/20/10,40.89552239,NA,NA,Chicago
11/21/10,11/27/10,37.46268657,NA,NA,Chicago
11/28/10,12/4/10,35.97014925,NA,NA,Chicago
12/5/10,12/11/10,33.13432836,NA,NA,Chicago
12/12/10,12/18/10,32.23880597,NA,NA,Chicago
12/19/10,12/25/10,31.49253731,NA,NA,Chicago
12/26/10,1/1/11,29.25373134,NA,NA,Chicago
1/2/11,1/8/11,28.50746269,NA,NA,Chicago
1/9/11,1/15/11,28.50746269,NA,NA,Chicago
1/16/11,1/22/11,27.6119403,NA,NA,Chicago
1/23/11,1/29/11,28.05970149,NA,NA,Chicago
1/30/11,2/5/11,29.40298507,NA,NA,Chicago
2/6/11,2/12/11,29.70149254,NA,NA,Chicago
2/13/11,2/19/11,29.70149254,NA,NA,Chicago
2/20/11,2/26/11,29.55223881,NA,NA,Chicago
